0, 588.814, 333.097
1, 588.814, 333.097
1, 590.3353, 333.097
1, 591.85657, 333.097
1, 593.3778, 333.097
1, 594.89905, 333.097
1, 596.4203, 333.097
1, 597.9415, 333.097
1, 597.942, 334.09937
1, 597.942, 335.60294
1, 597.942, 337.1065
1, 597.942, 338.61008
1, 597.942, 340.11365
1, 597.942, 341.61722
1, 596.92786, 341.61697
1, 595.4066, 341.61697
1, 594.39246, 341.61697
1, 592.8712, 341.61697
1, 591.35, 341.61697
1, 589.82874, 341.61697
1, 588.814, 341.61697
1, 588.814, 340.1134
1, 588.814, 338.60983
1, 588.814, 337.10626
1, 588.814, 335.6027
1, 588.814, 334.09912
1, 588.814, 333.097
0, 588.814, 333.342
1, 588.814, 333.342
1, 590.3353, 333.342
1, 591.85657, 333.342
1, 593.3778, 333.342
1, 594.89905, 333.342
1, 596.4203, 333.342
1, 597.9415, 333.342
1, 597.942, 333.342
0, 588.814, 335.307
1, 588.814, 335.307
1, 590.3353, 335.307
1, 591.85657, 335.307
1, 593.3778, 335.307
1, 594.89905, 335.307
1, 596.4203, 335.307
1, 597.9415, 335.307
1, 597.942, 335.307
0, 588.814, 337.272
1, 588.814, 337.272
1, 590.3353, 337.272
1, 591.85657, 337.272
1, 593.3778, 337.272
1, 594.89905, 337.272
1, 596.4203, 337.272
1, 597.9415, 337.272
1, 597.942, 337.272
0, 588.814, 339.237
1, 588.814, 339.237
1, 590.3353, 339.237
1, 591.85657, 339.237
1, 593.3778, 339.237
1, 594.89905, 339.237
1, 596.4203, 339.237
1, 597.9415, 339.237
1, 597.942, 339.237
0, 588.814, 341.202
1, 588.814, 341.202
1, 590.3353, 341.202
1, 591.85657, 341.202
1, 593.3778, 341.202
1, 594.89905, 341.202
1, 596.4203, 341.202
1, 597.9415, 341.202
1, 597.942, 341.202
0, 588.814, 335.81
1, 588.814, 335.81
1, 589.59656, 334.45346
1, 590.37915, 333.09692
1, 590.379, 333.097
0, 588.814, 339.739
1, 588.814, 339.739
1, 589.5809, 338.4104
1, 590.3477, 337.0818
1, 591.11456, 335.75317
1, 591.8814, 334.42456
1, 592.64825, 333.09595
1, 592.648, 333.096
0, 589.999, 341.617
1, 589.999, 341.617
1, 590.77576, 340.27173
1, 591.5525, 338.92645
1, 592.3292, 337.58118
1, 593.10596, 336.2359
1, 593.8827, 334.89062
1, 594.6594, 333.54535
1, 594.918, 333.09702
0, 592.269, 341.617
1, 592.269, 341.617
1, 593.04553, 340.27173
1, 593.8221, 338.92645
1, 594.59863, 337.58118
1, 595.3752, 336.2359
1, 596.15173, 334.89062
1, 596.9283, 333.54535
1, 597.187, 333.09702
0, 594.537, 341.617
1, 594.537, 341.617
1, 595.3227, 340.2559
1, 596.1084, 338.89478
1, 596.8941, 337.53366
1, 597.6798, 336.17255
1, 597.942, 335.719
0, 596.806, 341.617
1, 596.806, 341.617
1, 597.65875, 340.141
1, 597.94305, 339.64902
0, 590.479, 341.617
1, 590.479, 341.617
1, 589.647, 340.1765
1, 588.81494, 338.73602
1, 588.815, 338.736
0, 592.747, 341.617
1, 592.747, 341.617
1, 591.9604, 340.2546
1, 591.17377, 338.8922
1, 590.38715, 337.52982
1, 589.6005, 336.16742
1, 588.8139, 334.80502
1, 588.814, 334.805
0, 595.016, 341.617
1, 595.016, 341.617
1, 594.23944, 340.27173
1, 593.4629, 338.92645
